OFFENSE,SHIFT,VOTING_PRECINCT,WARD,BLOCK,LATITUDE,LONGITUDE
THEFT F/AUTO,EVENING,Precinct 63,4,6900  - 6999 BLOCK OF WILLOW STREET NW,38.973540106997106,-77.0145982136536
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 69,5,2200 - 2399 BLOCK OF RANDOLPH STREET NE,38.938297613771795,-76.9731825536651
THEFT F/AUTO,EVENING,Precinct 9,3,4800 - 4999 BLOCK OF INDIAN LANE NW,38.934567172400705,-77.0968376507248
THEFT F/AUTO,EVENING,Precinct 9,3,3900 - 3999 BLOCK OF 48TH STREET NW,38.9407939482455,-77.09434305791221
THEFT/OTHER,EVENING,Precinct 78,5,1200 - 1241 BLOCK OF 16TH STREET NE,38.9061123372721,-76.980550271977
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 91,6,1100 - 1199 BLOCK OF PENNSYLVANIA AVENUE SE,38.882511678366896,-76.99089495982099
THEFT/OTHER,EVENING,Precinct 39,1,3100 - 3299 BLOCK OF 14TH STREET NW,38.9295130123787,-77.0327305534988
THEFT F/AUTO,EVENING,Precinct 22,1,1900 - 1999 BLOCK OF 12TH STREET NW,38.9162809962147,-77.0280890890924
THEFT F/AUTO,EVENING,Precinct 142,6,400 - 469 BLOCK OF VIRGINIA AVENUE SW,38.884600531764995,-77.0183834991419
THEFT F/AUTO,EVENING,Precinct 6,2,3900 - 4399 BLOCK OF RESERVOIR ROAD NW,38.9126816411975,-77.07857861335759
ROBBERY,EVENING,Precinct 97,7,411 511  BLOCK OF DIVISION AVENUE NE,38.89611855392221,-76.9264541235003
THEFT/OTHER,EVENING,Precinct 33,3,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,38.944868274789904,-77.0639179251835
THEFT F/AUTO,EVENING,Precinct 50,3,5900 - 5999 BLOCK OF BROAD BRANCH ROAD NW,38.9681244578241,-77.06945452875509
THEFT F/AUTO,EVENING,Precinct 9,3,4830 - 4960 BLOCK OF ROCKWOOD PARKWAY NW,38.93372873874979,-77.0976323340369
THEFT F/AUTO,EVENING,Precinct 9,3,4900 - 4999 BLOCK OF TILDEN STREET NW,38.941340561209,-77.0978619208947
MOTOR VEHICLE THEFT,EVENING,Precinct 110,7,3820 - 3899 BLOCK OF ALABAMA AVENUE SE,38.8662684058685,-76.9504982886556
THEFT F/AUTO,EVENING,Precinct 8,3,5416 - 5424 BLOCK OF GALENA PLACE NW,38.927612234047295,-77.10772657322691
THEFT/OTHER,EVENING,Precinct 16,2,1320 - 1399 BLOCK OF 15TH STREET NW,38.908315888174,-77.034565552461
THEFT/OTHER,EVENING,Precinct 82,6,1200 - 1299 BLOCK OF H STREET NE,38.900194976088,-76.9892787513323
THEFT F/AUTO,EVENING,Precinct 14,2,1600 - 1622 BLOCK OF 19TH STREET NW,38.9114928689686,-77.04344523180892
THEFT F/AUTO,EVENING,Precinct 6,2,1200 - 1227 BLOCK OF 33RD STREET NW,38.9055277468561,-77.0660731989598
BURGLARY,MIDNIGHT,Precinct 142,6,400 - 999 BLOCK OF L'ENFANT PLAZA SW,38.883878722950705,-77.0245725541592
THEFT F/AUTO,DAY,Precinct 32,3,4100 - 4199 BLOCK OF GARRISON STREET NW,38.95594676167121,-77.0811645038097
MOTOR VEHICLE THEFT,DAY,Precinct 56,4,800  - 899 BLOCK OF JEFFERSON STREET NW,38.9552246071153,-77.0248509664637
THEFT/OTHER,DAY,Precinct 51,4,3300  - 3399 BLOCK OF STUYVESANT PLACE NW,38.972052165087106,-77.069262179374
MOTOR VEHICLE THEFT,DAY,Precinct 135,5,1 - 99 BLOCK OF U STREET NW,38.9169955426179,-77.0106776505558
ASSAULT W/DANGEROUS WEAPON,DAY,Precinct 2,2,2100 - 2199 BLOCK OF PENNSYLVANIA AVENUE NW,38.9016901049711,-77.04775090825609
BURGLARY,DAY,Precinct 46,4,200  - 299 BLOCK OF ALLISON STREET NW,38.9453802207248,-77.0151692237393
THEFT F/AUTO,DAY,Precinct 22,1,2000 - 2099 BLOCK OF 14TH STREET NW,38.917550178367,-77.0319524841605
THEFT F/AUTO,DAY,Precinct 88,6,200 - 299 BLOCK OF 11TH STREET SE,38.886808725517895,-76.9915398708987
THEFT F/AUTO,DAY,Precinct 114,8,1300 - 1318 BLOCK OF MAPLE VIEW PLACE SE,38.862738113801,-76.9894341662241
THEFT/OTHER,DAY,Precinct 22,1,1900 - 1999 BLOCK OF 11TH STREET NW,38.9162812437395,-77.02703978410271
SEX ABUSE,DAY,Precinct 90,6,600 - 699 BLOCK OF I STREET SE,38.880025686989605,-76.9973031580131
SEX ABUSE,DAY,Precinct 90,6,600 - 699 BLOCK OF I STREET SE,38.880025686989605,-76.9973031580131
THEFT/OTHER,DAY,Precinct 18,6,1400 - 1499 BLOCK OF 5TH STREET NW,38.90910319333229,-77.0189317087002
ROBBERY,DAY,Precinct 122,8,3200 - 3299 BLOCK OF WHEELER ROAD SE,38.8429649358593,-76.99410228071551
THEFT F/AUTO,DAY,Precinct 114,8,2300 - 2399 BLOCK OF CHESTER STREET SE,38.862404670252204,-76.98806308325041
THEFT/OTHER,DAY,Precinct 5,2,3100 - 3199 BLOCK OF M STREET NW,38.9051786520086,-77.06200312706609
THEFT F/AUTO,DAY,Precinct 117,8,1500 - 1699 BLOCK OF BRUCE PLACE SE,38.850791980644296,-76.9816712885177
THEFT F/AUTO,DAY,Precinct 131,6,1 - 15 BLOCK OF M STREET SE,38.876458072976604,-77.00866634095891
THEFT/OTHER,DAY,Precinct 129,2,900 - 999 BLOCK OF 9TH STREET NW,38.9014721914759,-77.0239906646866
THEFT F/AUTO,DAY,Precinct 104,7,5000 - 5099 BLOCK OF B STREET SE,38.886499331148705,-76.9292418086365
THEFT/OTHER,DAY,Precinct 143,2,400 - 499 BLOCK OF 7TH STREET NW,38.8954550120845,-77.0219252260535
THEFT/OTHER,DAY,Precinct 13,2,2417 - 2512 BLOCK OF MASSACHUSETTS AVENUE NW,38.914767386525604,-77.0542513813934
THEFT F/AUTO,DAY,Precinct 83,6,500 - 599 BLOCK OF I STREET NE,38.9013215082959,-76.9989855002362
THEFT F/AUTO,EVENING,Precinct 143,2,320 - 399 BLOCK OF 7TH STREET NW,38.894328966283396,-77.0219248799829
MOTOR VEHICLE THEFT,EVENING,Precinct 83,6,400 - 499 BLOCK OF H STREET NE,38.9002044763949,-77.0000461129035
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 141,2,1820 - 1899 BLOCK OF 14TH STREET NW,38.9151990007901,-77.03196296143491
THEFT/OTHER,EVENING,Precinct 22,1,2100 - 2199 BLOCK OF 14TH STREET NW,38.9186401860874,-77.03195297253009
THEFT F/AUTO,EVENING,Precinct 16,2,1500 - 1599 BLOCK OF P STREET NW,38.9096398205834,-77.0355462229667
MOTOR VEHICLE THEFT,EVENING,Precinct 110,7,3800 - 3899 BLOCK OF SOUTHERN AVENUE SE,38.8615926199447,-76.94952216235141
BURGLARY,EVENING,Precinct 51,4,6624  - 6699 BLOCK OF WESTERN AVENUE NW,38.9773787598144,-77.064489501075
THEFT F/AUTO,EVENING,Precinct 141,2,1700 - 1780 BLOCK OF U STREET NW,38.9169982434684,-77.03985093175609
THEFT/OTHER,EVENING,Precinct 25,1,2300 - 2399 BLOCK OF 18TH STREET NW,38.920123431494105,-77.0418591499131
THEFT F/AUTO,EVENING,Precinct 62,4,1300  - 1322 BLOCK OF FLORAL STREET NW,38.978680611068604,-77.0309873770396
THEFT F/AUTO,EVENING,Precinct 62,4,1700  - 1799 BLOCK OF VERBENA STREET NW,38.9935597789764,-77.03899337925901
THEFT/OTHER,EVENING,Precinct 131,6,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,38.876998817000604,-77.0043562522648
THEFT F/AUTO,EVENING,Precinct 68,5,3700 - 3799 BLOCK OF 12TH STREET NE,38.9353456390855,-76.9912226961522
THEFT/OTHER,EVENING,Precinct 86,6,1700 - 1719 BLOCK OF C STREET NE,38.893293404207505,-76.9803232246035
ROBBERY,EVENING,Precinct 71,5,2855 3200  BLOCK OF BLADENSBURG ROAD NE,38.929150454843295,-76.9601076779148
THEFT F/AUTO,EVENING,Precinct 13,2,1800 - 1826 BLOCK OF 24TH STREET NW,38.9144528487861,-77.0526022762029
THEFT/OTHER,EVENING,Precinct 139,5,2400 - 2499 BLOCK OF MARKET STREET NE,38.9199218175591,-76.95269041467459
THEFT/OTHER,EVENING,Precinct 129,2,1200 - 1299 BLOCK OF F STREET NW,38.897336251519796,-77.028865517463
THEFT F/AUTO,EVENING,Precinct 14,2,2100 - 2199 BLOCK OF P STREET NW,38.909635482078,-77.0477216383045
THEFT/OTHER,EVENING,Precinct 25,1,2100 - 2199 BLOCK OF 18TH STREET NW,38.9182767864876,-77.0416850987937
THEFT/OTHER,EVENING,Precinct 47,4,4100  - 4199 BLOCK OF GEORGIA AVENUE NW,38.9413337274686,-77.025388263645
THEFT/OTHER,EVENING,Precinct 31,3,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,38.9492452010988,-77.0803031975013
THEFT/OTHER,EVENING,Precinct 17,2,1800 - 1899 BLOCK OF L STREET NW,38.9037370021658,-77.0425758481115
THEFT/OTHER,EVENING,Precinct 72,5,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,38.921581102295704,-76.9937613602702
THEFT F/AUTO,EVENING,Precinct 27,3,3500 - 3599 BLOCK OF ORDWAY STREET NW,38.9362800320866,-77.0697579953509
THEFT/OTHER,DAY,Precinct 31,3,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,38.9599074542529,-77.0852995777749
MOTOR VEHICLE THEFT,DAY,Precinct 56,4,500  - 699 BLOCK OF HAMILTON STREET NW,38.953090411714605,-77.0209507909628
THEFT F/AUTO,DAY,Precinct 137,1,1802 - 1899 BLOCK OF 11TH STREET NW,38.9150200771922,-77.02703930594859
THEFT F/AUTO,EVENING,Precinct 19,5,1 - 99 BLOCK OF SEATON PLACE NW,38.914815526179,-77.0106773241736
BURGLARY,DAY,Precinct 93,7,1200 - 1299 BLOCK OF 50TH STREET NE,38.9066326326452,-76.92858772642559
ROBBERY,DAY,Precinct 57,4,100  - 199 BLOCK OF KENNEDY STREET NW,38.9565868135287,-77.0126333927963
THEFT F/AUTO,DAY,Precinct 37,1,2600 - 2699 BLOCK OF GEORGIA AVENUE NW,38.9244887772035,-77.02256842124099
THEFT F/AUTO,DAY,Precinct 95,7,5300 - 5499 BLOCK OF EADS STREET NE,38.8958008196049,-76.9226734250958
THEFT F/AUTO,DAY,Precinct 8,3,5100 - 5199 BLOCK OF SHERIER PLACE NW,38.9250581065323,-77.1030290883448
THEFT/OTHER,DAY,Precinct 127,6,200 - 399 BLOCK OF M STREET SW,38.876457241504895,-77.01641073062459
BURGLARY,DAY,Precinct 78,5,1700 - 1899 BLOCK OF LANG PLACE NE,38.9043641910189,-76.9776108795373
THEFT/OTHER,DAY,Precinct 83,6,600 - 699 BLOCK OF H STREET NE,38.9001954371661,-76.9973139237093
THEFT F/AUTO,DAY,Precinct 33,3,3500 - 3599 BLOCK OF CUMBERLAND STREET NW,38.9514055194127,-77.0687921939985
THEFT/OTHER,DAY,Precinct 56,4,500  - 699 BLOCK OF JEFFERSON STREET NW,38.9553424597404,-77.0210552871983
THEFT F/AUTO,DAY,Precinct 8,3,2800 - 2832 BLOCK OF ARIZONA AVENUE NW,38.927742643649204,-77.10296377105591
THEFT/OTHER,DAY,Precinct 118,8,2600 - 2699 BLOCK OF DOUGLASS ROAD SE,38.8568825255605,-76.9882368251803
THEFT F/AUTO,DAY,Precinct 92,7,1500 - 1599 BLOCK OF KENILWORTH AVENUE NE,38.910312072478206,-76.9355250198375
ROBBERY,DAY,Precinct 68,5,3600 - 3699 BLOCK OF 12TH STREET NE,38.934012402723,-76.9911190570487
MOTOR VEHICLE THEFT,EVENING,Precinct 104,7,4900 - 4999 BLOCK OF A STREET SE,38.888167064887,-76.931222675546
THEFT/OTHER,DAY,Precinct 38,1,3300 - 3399 BLOCK OF WARDER STREET NW,38.9315247094538,-77.0201601906034
THEFT/OTHER,DAY,Precinct 81,6,400 - 421 BLOCK OF 13TH STREET NE,38.895105159731294,-76.98832274189309
BURGLARY,EVENING,Precinct 77,5,1200 - 1299 BLOCK OF OATES STREET NE,38.904879076933206,-76.986891548119
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 107,7,3700 - 3899 BLOCK OF D STREET SE,38.88483431492671,-76.9495633483502
ROBBERY,EVENING,Precinct 60,4,5900  - 5913 BLOCK OF 13TH STREET NW,38.961835538741795,-77.0296993135113
ROBBERY,EVENING,Precinct 119,8,2500 - 2599 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,38.8603962731675,-76.9944925814305
THEFT F/AUTO,DAY,Precinct 129,2,900 - 999 BLOCK OF MASSACHUSETTS AVENUE NW,38.903237611248706,-77.02502884292979
THEFT/OTHER,EVENING,Precinct 2,2,2200 - 2299 BLOCK OF I STREET NW,38.90069846629,-77.0494794905561
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 96,7,300 - 399 BLOCK OF 54TH STREET NE,38.8939273463681,-76.92307890830949
THEFT F/AUTO,EVENING,Precinct 45,4,800  - 899 BLOCK OF UPSHUR STREET NW,38.9419014992709,-77.0242118990143
THEFT/OTHER,EVENING,Precinct 99,7,4100 - 4199 BLOCK OF HUNT PLACE NE,38.9005150923764,-76.94345380220649
THEFT/OTHER,EVENING,Precinct 29,3,3300 - 3399 BLOCK OF WISCONSIN AVENUE NW,38.934062363335,-77.0724316449067
THEFT/OTHER,EVENING,Precinct 83,6,200 - 299 BLOCK OF K STREET NE,38.9025105817438,-77.002812978054
THEFT F/AUTO,EVENING,Precinct 37,1,2400 - 2599 BLOCK OF GEORGIA AVENUE NW,38.923254670792495,-77.0223950513847
THEFT/OTHER,EVENING,Precinct 83,6,300 - 385 BLOCK OF FLORIDA AVENUE NE,38.907537266621,-77.0014065881474
THEFT/OTHER,EVENING,Precinct 82,6,1300 - 1329 BLOCK OF FLORIDA AVENUE NE,38.901753283080104,-76.9878605145383
THEFT F/AUTO,EVENING,Precinct 32,3,5400 - 5419 BLOCK OF CONNECTICUT AVENUE NW,38.9615458832176,-77.0736249287218
ROBBERY,EVENING,Precinct 35,1,1646 - 1699 BLOCK OF COLUMBIA ROAD NW,38.9251421206389,-77.0388060474125
THEFT/OTHER,MIDNIGHT,Precinct 77,5,900 - 999 BLOCK OF BLADENSBURG ROAD NE,38.9022029472732,-76.9820154636605
THEFT/OTHER,MIDNIGHT,Precinct 91,6,1000 - 1099 BLOCK OF 14TH STREET SE,38.877952889562394,-76.9855135388053
THEFT/OTHER,EVENING,Precinct 81,6,1516 - 1699 BLOCK OF BENNING ROAD NE,38.8996082789733,-76.9803906515132
THEFT/OTHER,MIDNIGHT,Precinct 129,2,700 - 799 BLOCK OF 7TH STREET NW,38.8991214156494,-77.0219263529351
THEFT/OTHER,EVENING,Precinct 39,1,1300 - 1399 BLOCK OF IRVING STREET NW,38.9286306144349,-77.0312078159151
THEFT F/AUTO,MIDNIGHT,Precinct 129,2,900 - 999 BLOCK OF N STREET NW,38.9072373283576,-77.02498412898301
THEFT/OTHER,EVENING,Precinct 16,2,1400 - 1499 BLOCK OF CHURCH STREET NW,38.91037917681479,-77.0332636769359
ROBBERY,EVENING,Precinct 100,7,600 - 653 BLOCK OF ANACOSTIA AVENUE NE,38.900726206243604,-76.9522382086659
THEFT F/AUTO,MIDNIGHT,Precinct 84,6,625 - 699 BLOCK OF 7TH STREET NE,38.898519850484796,-76.9961727193904
ROBBERY,EVENING,Precinct 95,7,5900 - 5999 BLOCK OF FOOTE STREET NE,38.8971382156327,-76.91566311260542
THEFT F/AUTO,EVENING,Precinct 38,1,3100 - 3199 BLOCK OF GEORGIA AVENUE NW,38.9295242796408,-77.02330812486791
THEFT F/AUTO,EVENING,Precinct 26,3,2400 - 2798 BLOCK OF CALVERT STREET NW,38.9233702999658,-77.05433865005409
ROBBERY,EVENING,Precinct 83,6,100 - 199 BLOCK OF M STREET NE,38.9056364280707,-77.00447329227529
THEFT/OTHER,EVENING,Precinct 120,8,1000 - 1299 BLOCK OF MISSISSIPPI AVENUE SE,38.83952343227929,-76.9900365600038
THEFT/OTHER,DAY,Precinct 131,6,330 - 399 BLOCK OF K STREET SE,38.8783951956416,-77.0009219761928
ROBBERY,DAY,Precinct 125,8,4600 - 4799 BLOCK OF SOUTH CAPITOL STREET,38.821624026768205,-77.0017503621867
THEFT F/AUTO,EVENING,Precinct 17,2,1300 - 1399 BLOCK OF VERMONT AVENUE NW,38.9079026012917,-77.030633802624
THEFT/OTHER,DAY,Precinct 37,1,2100 - 2299 BLOCK OF 8TH STREET NW,38.9193089155695,-77.0229588467108
THEFT F/AUTO,EVENING,Precinct 38,1,3100 - 3199 BLOCK OF GEORGIA AVENUE NW,38.9295242796408,-77.02330812486791
THEFT/OTHER,EVENING,Precinct 4,2,2000 - 2099 BLOCK OF M STREET NW,38.905654568710396,-77.04578208474301
THEFT F/AUTO,EVENING,Precinct 9,3,4800 - 4899 BLOCK OF QUEBEC STREET NW,38.9383517373857,-77.0955278694595
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 140,8,1600 - 1699 BLOCK OF R STREET SE,38.8694574022621,-76.98150516908291
THEFT/OTHER,EVENING,Precinct 95,7,934 - 1099 BLOCK OF EASTERN AVENUE NE,38.903476129183,-76.9229533236416
THEFT F/AUTO,EVENING,Precinct 105,7,5300 - 5399 BLOCK OF C STREET SE,38.8845508896406,-76.92502533457541
THEFT/OTHER,EVENING,Precinct 142,6,400 - 599 BLOCK OF C STREET SW,38.8860328076669,-77.0187411722034
THEFT F/AUTO,EVENING,Precinct 76,5,1250 - 1299 BLOCK OF 4TH STREET NE,38.9084741421942,-76.99956187662559
THEFT F/AUTO,EVENING,Precinct 33,3,4800 - 4899 BLOCK OF 36TH STREET NW,38.9526930724089,-77.0698548146552
THEFT/OTHER,EVENING,Precinct 123,8,400 - 499 BLOCK OF OAKWOOD STREET SE,38.846667532994104,-77.0022693573401
THEFT/OTHER,EVENING,Precinct 84,6,400 - 499 BLOCK OF 5TH STREET NE,38.895448060285,-76.99951584679509
THEFT/OTHER,EVENING,Precinct 57,4,100  - 199 BLOCK OF KENNEDY STREET NW,38.9565868135287,-77.0126333927963
THEFT F/AUTO,EVENING,Precinct 83,6,1200 - 1212 BLOCK OF 6TH STREET NE,38.9059427872085,-76.9984435643023
THEFT/OTHER,EVENING,Precinct 142,6,900 - 1199 BLOCK OF 4TH STREET SW,38.877862371248,-77.0176441877483
THEFT/OTHER,EVENING,Precinct 39,1,3032 - 3099 BLOCK OF 16TH STREET NW,38.9279174280571,-77.03648948362009
THEFT/OTHER,EVENING,Precinct 17,2,1130 - 1199 BLOCK OF CONNECTICUT AVENUE NW,38.9051969682966,-77.0408588934901
THEFT/OTHER,EVENING,Precinct 39,1,3032 - 3099 BLOCK OF 16TH STREET NW,38.9279174280571,-77.03648948362009
THEFT F/AUTO,EVENING,Precinct 5,2,3100 - 3199 BLOCK OF N STREET NW,38.9068000870362,-77.06213135877209
THEFT/OTHER,EVENING,Precinct 77,5,812 - 899 BLOCK OF BLADENSBURG ROAD NE,38.90127517740479,-76.98261517432451
THEFT F/AUTO,EVENING,Precinct 59,4,6100  - 6199 BLOCK OF 4TH STREET NW,38.9643602300792,-77.0180348371842
THEFT/OTHER,EVENING,Precinct 17,2,1100 - 1199 BLOCK OF VERMONT AVENUE NW,38.9045239340876,-77.0326153266469
THEFT/OTHER,EVENING,Precinct 67,5,1300 - 1399 BLOCK OF EMERSON STREET NE,38.9502628829415,-76.9862487047831
THEFT/OTHER,EVENING,Precinct 129,2,1000 - 1099 BLOCK OF F STREET NW,38.8973458172963,-77.02651385738599
THEFT/OTHER,EVENING,Precinct 127,6,100 - 299 BLOCK OF N STREET SW,38.8746560531258,-77.01243450236
THEFT/OTHER,EVENING,Precinct 137,1,1900 - 1999 BLOCK OF 7TH STREET NW,38.9159129746927,-77.0219199846024
THEFT/OTHER,EVENING,Precinct 83,6,1200 - 1229 BLOCK OF 1ST STREET NE,38.9060417408735,-77.0058914055214
THEFT/OTHER,EVENING,Precinct 5,2,3100 - 3199 BLOCK OF M STREET NW,38.9051786520086,-77.06200312706609
THEFT/OTHER,EVENING,Precinct 5,2,3100 - 3199 BLOCK OF M STREET NW,38.9051786520086,-77.06200312706609
THEFT F/AUTO,EVENING,Precinct 72,5,1815 - 1999 BLOCK OF BRYANT STREET NE,38.9212817635688,-76.9771673661107
THEFT/OTHER,MIDNIGHT,Precinct 115,8,3000 - 3199 BLOCK OF NAYLOR ROAD SE,38.8531300750886,-76.96404413367449
THEFT F/AUTO,MIDNIGHT,Precinct 15,2,1600 - 1699 BLOCK OF P STREET NW,38.9096392041323,-77.0375178102066
THEFT F/AUTO,MIDNIGHT,Precinct 141,2,1921 - 1999 BLOCK OF 14TH STREET NW,38.9166403370442,-77.03195207652459
THEFT F/AUTO,MIDNIGHT,Precinct 16,2,1300 - 1399 BLOCK OF S STREET NW,38.914082283168796,-77.0307863530499
THEFT/OTHER,MIDNIGHT,Precinct 67,5,1922 - 1949 BLOCK OF MICHIGAN AVENUE NE,38.9458386327476,-76.9784053463293
THEFT F/AUTO,MIDNIGHT,Precinct 93,7,1100 - 1199 BLOCK OF 50TH STREET NE,38.9053624558619,-76.92858899808179
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 19,5,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,38.9076427724206,-77.0090530222517
ROBBERY,MIDNIGHT,Precinct 132,7,100 - 199 BLOCK OF 35TH STREET SE,38.8881790540405,-76.9560733345303
THEFT F/AUTO,MIDNIGHT,Precinct 22,1,2000 - 2099 BLOCK OF 10TH STREET NW,38.9175516538645,-77.0260024730335
THEFT F/AUTO,MIDNIGHT,Precinct 16,2,1300 - 1329 BLOCK OF Q STREET NW,38.9111186757153,-77.03026622424629
THEFT F/AUTO,MIDNIGHT,Precinct 137,1,1900 - 1999 BLOCK OF VERMONT AVENUE NW,38.916281537990606,-77.0257368009737
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 82,6,800 - 899 BLOCK OF H STREET NE,38.9001953320331,-76.9943626982624
THEFT F/AUTO,MIDNIGHT,Precinct 76,5,900 - 1020 BLOCK OF MOUNT OLIVET ROAD NE,38.91177066641529,-76.9888734579324
THEFT F/AUTO,MIDNIGHT,Precinct 21,6,1700 - 1799 BLOCK OF 8TH STREET NW,38.9133454024036,-77.02294539665641
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 104,7,5000 - 5099 BLOCK OF D STREET SE,38.8838061803176,-76.92983228398259
ROBBERY,MIDNIGHT,Precinct 141,2,1820 - 1899 BLOCK OF 14TH STREET NW,38.9151990007901,-77.03196296143491
BURGLARY,DAY,Precinct 139,5,2400 - 2499 BLOCK OF MARKET STREET NE,38.9199141636109,-76.9526981457992
THEFT F/AUTO,MIDNIGHT,Precinct 48,4,4600  - 4699 BLOCK OF ARKANSAS AVENUE NW,38.946728322420896,-77.031054238129
ROBBERY,DAY,Precinct 40,1,3342 - 3399 BLOCK OF 16TH STREET NW,38.932944074369004,-77.0364574555193
THEFT F/AUTO,EVENING,Precinct 74,5,2700 - 2999 BLOCK OF 8TH STREET NE,38.9264997027649,-76.994971840033
THEFT F/AUTO,EVENING,Precinct 29,3,3900 - 4099 BLOCK OF WISCONSIN AVENUE NW,38.9408795279547,-77.07577213011349
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 72,5,2234 - 2399 BLOCK OF 15TH STREET NE,38.921210645680105,-76.9826910357889
BURGLARY,EVENING,Precinct 105,7,5133 5300  BLOCK OF FITCH STREET SE,38.8810115038295,-76.926458169537
THEFT/OTHER,EVENING,Precinct 72,5,901 - 999 BLOCK OF BRENTWOOD ROAD NE,38.918247953051704,-76.99258547530141
MOTOR VEHICLE THEFT,EVENING,Precinct 102,7,4200 - 4299 BLOCK OF BLAINE STREET NE,38.8918840754205,-76.94142038472509
MOTOR VEHICLE THEFT,EVENING,Precinct 129,2,1400 - 1499 BLOCK OF G STREET NW,38.898317122212504,-77.03280846352808
THEFT/OTHER,EVENING,Precinct 6,2,1224 - 1299 BLOCK OF WISCONSIN AVENUE NW,38.9064303563484,-77.062857378507
THEFT/OTHER,EVENING,Precinct 18,6,1200 - 1299 BLOCK OF 7TH STREET NW,38.90643620102,-77.02191707227419
ROBBERY,EVENING,Precinct 125,8,4200 - 4283 BLOCK OF 6TH STREET SE,38.8277858252501,-76.9985028505304
THEFT/OTHER,EVENING,Precinct 5,2,3036 - 3099 BLOCK OF M STREET NW,38.9051883564576,-77.0606772965942
THEFT F/AUTO,EVENING,Precinct 37,1,500 - 699 BLOCK OF GRESHAM PLACE NW,38.9268761532938,-77.02165810631459
THEFT/OTHER,EVENING,Precinct 14,2,1600 - 1639 BLOCK OF 20TH STREET NW,38.9114923241833,-77.04488648794342
THEFT/OTHER,EVENING,Precinct 135,5,1 - 99 BLOCK OF ADAMS STREET NW,38.9202295396805,-77.0105974145305
THEFT F/AUTO,EVENING,Precinct 47,4,1600  - 1699 BLOCK OF TAYLOR STREET NW,38.9407990247085,-77.0373611860218
THEFT/OTHER,MIDNIGHT,Precinct 38,1,500 - 699 BLOCK OF KENYON STREET NW,38.930020064574705,-77.02160139601959
BURGLARY,MIDNIGHT,Precinct 8,3,2600 - 3199 BLOCK OF CHAIN BRIDGE ROAD NW,38.927478767694396,-77.0954556399973
THEFT/OTHER,MIDNIGHT,Precinct 40,1,3517 - 3648 BLOCK OF 16TH STREET NW,38.935880780363604,-77.03645895716541
THEFT F/AUTO,MIDNIGHT,Precinct 76,5,400 - 499 BLOCK OF MORSE STREET NE,38.90763636569179,-76.9994696463551
THEFT F/AUTO,MIDNIGHT,Precinct 137,1,900 - 999 BLOCK OF WESTMINSTER STREET NW,38.914822350769796,-77.0249867861063
THEFT F/AUTO,EVENING,Precinct 72,5,2100 - 2146 BLOCK OF QUEENS CHAPEL ROAD NE,38.9191187407288,-76.9724171696929
ROBBERY,MIDNIGHT,Precinct 15,2,1700 - 1799 BLOCK OF Q STREET NW,38.9111247304104,-77.0400782498527
THEFT F/AUTO,MIDNIGHT,Precinct 143,2,600 - 699 BLOCK OF E STREET NW,38.8961218150212,-77.0209225327081
THEFT/OTHER,DAY,Precinct 83,6,1 - 99 BLOCK OF M STREET NE,38.9056362741086,-77.0074823883569
THEFT F/AUTO,DAY,Precinct 39,1,3101 - 3199 BLOCK OF 16TH STREET NW,38.9298001684556,-77.03647891408559
THEFT F/AUTO,DAY,Precinct 67,5,4311 - 4399 BLOCK OF 12TH STREET NE,38.9425972375747,-76.9902413214566
MOTOR VEHICLE THEFT,MIDNIGHT,Precinct 113,7,2300 - 2399 BLOCK OF 32ND STREET SE,38.86111072712529,-76.961493770636
THEFT/OTHER,MIDNIGHT,Precinct 129,2,800 - 899 BLOCK OF 7TH STREET NW,38.9003375462289,-77.021915198495
THEFT/OTHER,MIDNIGHT,Precinct 116,8,3500 - 3599 BLOCK OF STANTON ROAD SE,38.8438820428946,-76.97891999018441
THEFT F/AUTO,MIDNIGHT,Precinct 82,6,1300 - 1399 BLOCK OF H STREET NE,38.9001947352995,-76.986915465365
THEFT/OTHER,MIDNIGHT,Precinct 72,5,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,38.9201485438164,-76.99031358205441
ROBBERY,MIDNIGHT,Precinct 110,7,4200 - 4248 BLOCK OF FORT DUPONT TERRACE SE,38.868480507951496,-76.941888996096
THEFT F/AUTO,MIDNIGHT,Precinct 131,6,300 - 329 BLOCK OF L STREET SE,38.877521373334,-77.0016595368246
